store_nbr,item_nbr,onpromotion,city,type_x,cluster,family,perishable,type_y,locale,transferred,dcoilwtico,month,year,day
53,155600,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,557257,False,Ambato,A,14,EGGS,1,Holiday,Local,False,47.57,8,2017,Tuesday
54,1037857,False,El Carmen,C,3,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1281780,False,Guayaquil,A,17,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,769312,False,Manta,A,11,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,991329,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1166474,False,Guayaquil,A,17,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,2087978,False,Ambato,A,14,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,2005844,False,Manta,A,11,HOME AND KITCHEN II,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,467808,False,Ambato,A,14,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1213906,False,Guayaquil,A,17,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,464263,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1354714,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1464097,False,Manta,A,11,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,2109909,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,255161,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,358096,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,583973,False,Manta,A,11,MEATS,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,2048323,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1501541,False,Ambato,A,14,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
54,638978,False,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,881912,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1253765,False,Ambato,A,14,PERSONAL CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,2011008,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1165989,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,422452,False,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,323013,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,819209,False,Manta,D,13,MEATS,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,1471722,False,Manta,A,11,PET SUPPLIES,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,360313,False,Ambato,A,14,BREAD/BAKERY,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,401817,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1386220,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1317096,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1239918,True,El Carmen,C,3,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,692531,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1102975,False,Guayaquil,A,17,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,103665,False,Guayaquil,A,17,BREAD/BAKERY,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,476707,False,Manta,A,11,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,1230417,False,Manta,A,11,PERSONAL CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1463883,False,Manta,D,13,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1075891,False,Guayaquil,A,17,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1114566,False,Ambato,A,14,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1695931,True,El Carmen,C,3,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,940585,False,Guayaquil,A,17,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,2059799,True,El Carmen,C,3,HOME CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1463765,False,El Carmen,C,3,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,742735,False,Manta,A,11,PERSONAL CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1922657,False,Manta,D,13,PERSONAL CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,968936,False,Ambato,A,14,"LIQUOR,WINE,BEER",0,Holiday,Local,False,47.57,8,2017,Tuesday
54,903285,False,El Carmen,C,3,POULTRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
54,1071928,True,El Carmen,C,3,PERSONAL CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,853195,False,Ambato,A,14,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1464091,False,Manta,D,13,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,913968,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1973454,False,Manta,A,11,BREAD/BAKERY,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,211203,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1990612,False,Manta,A,11,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1962824,False,Manta,A,11,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,929627,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1489880,False,Manta,D,13,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,781794,False,Manta,D,13,FROZEN FOODS,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1993337,False,Ambato,A,14,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1036689,False,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1457199,False,Guayaquil,A,17,HOME CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,2087374,False,Guayaquil,A,17,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,1464210,False,Guayaquil,A,17,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,700607,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,2028404,False,Manta,D,13,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,2127114,False,Manta,A,11,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,129635,False,Manta,D,13,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,913521,False,Guayaquil,A,17,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,696183,False,Manta,A,11,BREAD/BAKERY,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,1456995,False,Manta,D,13,HOME CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1971365,False,Ambato,A,14,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1441514,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,168930,False,Manta,A,11,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1239795,False,El Carmen,C,3,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,1960304,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1421156,False,Ambato,A,14,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,903284,False,Ambato,A,14,POULTRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
54,1464072,False,El Carmen,C,3,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,933780,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,765519,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,829389,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1473488,False,Manta,D,13,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,1146786,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1464907,False,Manta,A,11,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1179119,False,El Carmen,C,3,BREAD/BAKERY,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,1239862,False,Guayaquil,A,17,POULTRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,1937350,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,633997,False,Manta,D,13,MEATS,1,Holiday,Local,False,47.57,8,2017,Tuesday
54,583977,False,El Carmen,C,3,MEATS,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,1239911,False,Guayaquil,A,17,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,1473401,False,Manta,A,11,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
54,2042947,False,El Carmen,C,3,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,464263,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1689929,False,Manta,A,11,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,1964356,False,Guayaquil,A,17,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,1093340,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,2010959,False,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1057034,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,514445,False,Guayaquil,A,17,LINGERIE,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,219147,False,Manta,D,13,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1038945,False,Ambato,A,14,BREAD/BAKERY,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,873687,False,Manta,A,11,PERSONAL CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,692537,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,2010192,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,2101795,True,Ambato,A,14,BEAUTY,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1345071,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1146799,True,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,2026609,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,269287,False,Manta,A,11,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1280677,False,Guayaquil,A,17,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,2043849,False,Manta,D,13,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,2042941,False,Guayaquil,A,17,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,839544,False,Guayaquil,A,17,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,1309560,False,Manta,D,13,BREAD/BAKERY,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,1584575,False,Ambato,A,14,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,420720,True,Manta,A,11,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,1579081,False,Guayaquil,A,17,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,115693,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,111397,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,364606,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,155625,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1339879,False,Ambato,A,14,FROZEN FOODS,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1346637,False,Manta,D,13,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,809183,False,Guayaquil,A,17,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,523054,False,Manta,D,13,LINGERIE,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,559494,True,Manta,D,13,BREAD/BAKERY,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,1471461,False,Manta,A,11,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,1080001,False,Ambato,A,14,"LIQUOR,WINE,BEER",0,Holiday,Local,False,47.57,8,2017,Tuesday
50,2081056,False,Ambato,A,14,PREPARED FOODS,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,402299,False,Guayaquil,A,17,BREAD/BAKERY,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,1253470,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1229686,False,Guayaquil,A,17,PERSONAL CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1473489,False,Manta,D,13,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,1176558,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1502383,False,Manta,D,13,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,464339,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,2026959,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1964804,False,Manta,D,13,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,456870,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1084881,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,2112404,True,Ambato,A,14,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,518094,False,Guayaquil,A,17,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,470760,False,El Carmen,C,3,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1166475,False,Ambato,A,14,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1047698,False,Ambato,A,14,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1456912,False,Ambato,A,14,HOME CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1464209,False,El Carmen,C,3,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,460804,False,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,421066,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,770461,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1162755,False,Manta,A,11,EGGS,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,946277,False,Ambato,A,14,FROZEN FOODS,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,317285,False,Ambato,A,14,GROCERY II,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,582865,False,Manta,A,11,MEATS,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,1134971,False,Manta,D,13,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,805311,False,Ambato,A,14,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1146783,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,740713,False,El Carmen,C,3,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,308726,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,954553,False,Manta,A,11,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
54,119624,False,El Carmen,C,3,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,2026256,False,Manta,D,13,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1463772,False,Ambato,A,14,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1012787,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1457518,False,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1163577,False,Manta,A,11,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1464186,False,Ambato,A,14,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,525887,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1466819,False,Guayaquil,A,17,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,872309,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,464907,False,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1957078,False,Manta,A,11,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,743494,False,Guayaquil,A,17,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1109390,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,692105,False,Manta,A,11,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,401817,False,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1672580,True,El Carmen,C,3,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
54,1162935,False,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,838844,False,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,554152,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1418847,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1696039,True,El Carmen,C,3,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,2011328,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1460808,False,Guayaquil,A,17,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,1473486,False,Ambato,A,14,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,358264,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,907684,False,Manta,A,11,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,414455,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,986193,False,Manta,D,13,BREAD/BAKERY,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,311994,False,Manta,D,13,BREAD/BAKERY,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,843462,False,Manta,D,13,DELI,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,2111870,False,Manta,D,13,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,1709252,True,Ambato,A,14,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
54,313641,False,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1121616,False,El Carmen,C,3,DELI,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,823245,False,Guayaquil,A,17,BREAD/BAKERY,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,1909754,False,Ambato,A,14,HOME AND KITCHEN II,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,671066,False,El Carmen,C,3,DELI,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,1609724,False,Ambato,A,14,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,114800,False,Guayaquil,A,17,PERSONAL CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,302998,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,838215,False,Ambato,A,14,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,418025,False,Manta,A,11,DELI,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,890371,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,2048246,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,634010,False,Guayaquil,A,17,MEATS,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,1152348,False,Guayaquil,A,17,FROZEN FOODS,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1625605,False,Ambato,A,14,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,472526,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1696026,True,El Carmen,C,3,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,1418846,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1457005,False,Guayaquil,A,17,HOME CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,462673,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,508947,False,Guayaquil,A,17,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
54,570922,False,El Carmen,C,3,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1456922,False,Manta,A,11,HOME CARE,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,839545,True,Manta,A,11,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,1412392,False,Guayaquil,A,17,"LIQUOR,WINE,BEER",0,Holiday,Local,False,47.57,8,2017,Tuesday
53,364832,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,567779,False,Ambato,A,14,DELI,1,Holiday,Local,False,47.57,8,2017,Tuesday
51,1693645,False,Guayaquil,A,17,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,368136,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1473475,False,Guayaquil,A,17,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,843610,True,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,1084881,False,Guayaquil,A,17,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,852620,False,Ambato,A,14,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,214862,False,Manta,A,11,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,525887,False,El Carmen,C,3,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
53,1040170,False,Manta,D,13,FROZEN FOODS,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1047695,False,El Carmen,C,3,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,258396,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,898656,False,Guayaquil,A,17,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,757880,True,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
54,1430041,False,El Carmen,C,3,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,464336,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,623316,False,Manta,A,11,MEATS,1,Holiday,Local,False,47.57,8,2017,Tuesday
53,319093,False,Manta,D,13,DELI,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,411487,False,Manta,A,11,CLEANING,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1239793,False,Ambato,A,14,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
54,1696041,True,El Carmen,C,3,PRODUCE,1,Holiday,Local,False,47.57,8,2017,Tuesday
50,1466826,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1328340,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,2088860,False,Manta,A,11,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
52,1971436,False,Manta,A,11,DAIRY,1,Holiday,Local,False,47.57,8,2017,Tuesday
52,1909755,False,Manta,A,11,HOME AND KITCHEN II,0,Holiday,Local,False,47.57,8,2017,Tuesday
50,1342003,False,Ambato,A,14,GROCERY I,0,Holiday,Local,False,47.57,8,2017,Tuesday
51,2058758,False,Guayaquil,A,17,BEVERAGES,0,Holiday,Local,False,47.57,8,2017,Tuesday
